TRAVEL_ID,recommend_result_place
a_a004421,"['서울대학교 수원수목원', '플라잉수원', '수원화성 연무대 관광안내소', '경수갤러리', '수원시립 아이파크미술관', '광교호수공원', '매향교', '방화수류정', '수원화성 서장대', '수원화성']"
c_c004652,"['에버랜드 정문', '에버랜드 로스트밸리', '스타벅스 용인에버랜드R점', '에버랜드 판다월드', '캐리비안베이', '에버랜드 아마존익스프레스', '호암미술관', '백남준아트센터', '경기도어린이박물관', '한국민속촌']"
a_a005400,"['아쿠아필드 하남', '검단산', '미사경정공원', '광주향교', '하남역사박물관', '오즈의마법사테마공원', '미사호수공원', '하남나무고아원', '하남유니온파크']"
a_a001525,"['몽마르뜨공원', '흥인지문공원', '어둠속의대화', '조계사', '창덕궁 돈화문', '서촌한옥마을', '창덕궁 후원', '유니플렉스', '인왕산 수성동계곡', '콘텐츠박스']"
a_a002618,"['쉬자파크', '더그림', '두물머리나루터', '두물머리 물래길 1코스', '세미원', '두물머리', '용문사', '두물머리연핫도그', '황순원문학관 소나기마을', '양평곤충박물관']"
b_b004527,"['국립유명산자연휴양림', '경반계곡', '경강교 인증센터', '자라섬 남도', '에델바이스 스위스 테마파크', '보야지투자라섬', '용추폭포', '아침고요수목원', '가평레일파크', '자라섬 꽃테마공원']"
a_a002198,"['국립유명산자연휴양림', '경반계곡', '아침고요수목원', '자라섬 남도', '경강교 인증센터', '용추폭포', '가평레일파크', '에델바이스 스위스 테마파크', '자라섬 꽃테마공원', '보야지투자라섬']"
a_a005738,"['선유도공원', '양화한강공원', '롯데호텔월드', '더현대서울', '롯데월드 샤롯데씨어터', '여의도공원', '여의도한강공원', '롯데시네마 월드타워', '롯데월드 어드벤처', '올림픽공원']"
a_a001910,"['선녀바위', '인천내리교회', '소무의도', '영종씨사이드 레일바이크', '인천광역시교육청교육과학정보원 인천학생과학관', '씨사이드파크', '자유공원 맥아더장군동상', '영종역사관', '월미산', '왕산해수욕장']"
a_a001258,"['롯데호텔월드', '롯데월드 샤롯데씨어터', '롯데월드 어드벤처', '올림픽공원', '롯데시네마 월드타워', '롯데월드타워', '올림픽공원 88잔디마당', '송파나루공원', '석촌호수수변무대', '롯데월드 민속박물관']"
a_a002335,"['부천자연생태공원', '상동호수공원', '웅진플레이도시', '한아름공원']"
a_a000223,"['영녕릉 세종대왕유적지구 세종대왕릉', '강천섬유원지', '파사성', '여주오곡나루축제', '신륵사관광지', '여주곤충박물관', '대한불교조계종 신륵사', '영월공원', '명성황후생가', '영녕릉세종대왕 유적지구']"
a_a006796,"['창덕궁 돈화문', '조계사', '흥인지문공원', '인왕산 수성동계곡', '창덕궁 후원', '어둠속의대화', '교보문고 광화문점', '서촌한옥마을', '유니플렉스', '아트원씨어터']"
a_a009433,"['붕어섬', '유기농카페', '강촌레일파크 김유정역', '신매대교 인증센터', '춘천삼악산호수케이블카', '남이섬', '의암공원', '국립춘천박물관', '김유정문학촌', '삼악산']"
a_a017937,"['플라잉수원', '수원시립 아이파크미술관', '서울대학교 수원수목원', '광교호수공원', '경수갤러리', '용연', '수원화성 연무대 관광안내소', '수원탑동시민농장', '만석공원', '수원화성']"
a_a008474,"['에버랜드 아마존익스프레스', '스타벅스 용인에버랜드R점', '에버랜드 정문', '에버랜드 로스트밸리', '에버랜드 판다월드', '캐리비안베이', '호암미술관', '경기도어린이박물관', '한국민속촌', '경기도박물관']"
a_a006364,"['스타벅스 용인에버랜드R점', '호암미술관', '에버랜드 정문', '에버랜드 판다월드', '에버랜드 로스트밸리', '에버랜드 아마존익스프레스', '한국민속촌', '백남준아트센터', '캐리비안베이', '경기도어린이박물관']"
a_a005421,"['창덕궁 돈화문', '아트원씨어터', '유니플렉스', '창덕궁 후원', '서촌한옥마을', '어둠속의대화', '인왕산 수성동계곡', '교보문고 광화문점', '흥인지문공원', '조계사']"
a_a008006,"['헤이리무장애노을숲길', '임진각관광지', '잇츠콜라박물관', '콩치노 콩크리트', '파주출판도시', '헤이리농원', '퍼스트가든', '지혜의숲', '미메시스아트뮤지엄', '오두산통일전망대']"
a_a010181,"['흥인지문공원', '서촌한옥마을', '아트원씨어터', '창덕궁 돈화문', '용산가족공원', '어둠속의대화', '창덕궁 후원', '유니플렉스', '조계사', '인왕산 수성동계곡']"
a_a011090,"['덕평공룡수목원', '테르메덴 실외온천풀', '예스파크 이천도자예술마을', '설봉공원', '예스파크', '시몬스 테라스점', '이천시립월전미술관', '이천시립박물관', '테르메덴', '이천도자기축제']"
a_a015688,"['임진각관광지', '콩치노 콩크리트', '지혜의숲', '헤이리무장애노을숲길', '미메시스아트뮤지엄', '퍼스트가든', '파주출판도시', '잇츠콜라박물관', '헤이리예술마을', '마장호수']"
a_a000483,"['몽마르뜨공원', '세빛섬', '반포한강공원', '옥녀봉', '예술의전당', '반포한강공원 달빛광장']"
a_a003227,"['호암미술관', '스타벅스 용인에버랜드R점', '에버랜드 로스트밸리', '에버랜드 정문', '에버랜드 판다월드', '에버랜드 아마존익스프레스', '백남준아트센터', '캐리비안베이', '한국민속촌', '경기도어린이박물관']"
a_a018056,"['남한산성둘레길 1코스', '남한산성 서문 전망대', '화담숲', '남한산성 행궁', '한국도자재단 경기도자박물관', '남한산성', '곤지암리조트 스파라스파', '곤지암리조트']"
a_a004797,"['어둠속의대화', '흥인지문공원', '서울 선릉과 정릉', '유니플렉스', '틴틴홀', '인왕산 수성동계곡', '창덕궁 돈화문', '아트원씨어터', '광림아트센터 BBCH홀', '청운문학도서관']"
a_a011721,"['선유도공원', '창덕궁 돈화문', '아트원씨어터', '서촌한옥마을', '양화한강공원', '더현대서울', '인왕산 수성동계곡', '창덕궁 후원', '유니플렉스', '어둠속의대화']"
a_a017703,"['서촌한옥마을', '창덕궁 돈화문', '유니플렉스', '아트원씨어터', '교보문고 광화문점', '인왕산 수성동계곡', '어둠속의대화', '창덕궁 후원', '조계사', '인왕산']"
a_a004472,"['유니플렉스', '어둠속의대화', '서촌한옥마을', '창덕궁 후원', '낙산공원', '창덕궁 돈화문', '인왕산 수성동계곡', '서울공예박물관', '국립고궁박물관', 'CGV 용산아이파크몰']"
a_a006321,"['수원시립 아이파크미술관', '경수갤러리', '서울대학교 수원수목원', '플라잉수원', '수원화성 동북공심돈', '수원탑동시민농장', '만석공원', '광교호수공원', '수원화성', '수원화성 연무대 관광안내소']"
a_a014786,"['임진각관광지', '콩치노 콩크리트', '헤이리무장애노을숲길', '지혜의숲', '오두산통일전망대', '잇츠콜라박물관', '헤이리농원', '미메시스아트뮤지엄', '퍼스트가든', '헤이리예술마을']"
a_a014996,"['백범광장', '덕수궁', '국립현대미술관 덕수궁관', '충무아트센터 대극장', '청계광장', '숭례문', '환구단', '천주교서울대교구 주교좌 명동대성당', '메가박스 동대문', '서울시티투어버스']"
c_c011520,"['경기북부어린이박물관', '소요산', '니지모리스튜디오']"
a_a012289,"['수원시립 아이파크미술관', '서울대학교 수원수목원', '수원탑동시민농장', '경수갤러리', '만석공원', '광교호수공원', '수원화성 연무대 관광안내소', '플라잉수원', '화서공원', '용연']"
a_a002277,"['남한산성둘레길 1코스', '남한산성 서문 전망대', '화담숲', '남한산성 행궁', '남한산성', '한국도자재단 경기도자박물관', '곤지암리조트 스파라스파', '곤지암리조트']"
a_a002944,"['수원시립 아이파크미술관', '서울대학교 수원수목원', '수원탑동시민농장', '수원화성 연무대 관광안내소', '용연', '경수갤러리', '플라잉수원', '광교호수공원', '수원화성', '만석공원']"
a_a004542,"['선녀바위', '영종씨사이드 레일바이크', '소무의도', '인천광역시교육청교육과학정보원 인천학생과학관', '인천내리교회', '왕산해수욕장', '영종역사관', '씨사이드파크', '월미공원', '하나개해수욕장']"
a_a000766,"['지혜의숲', '임진각관광지', '콩치노 콩크리트', '헤이리무장애노을숲길', '오두산통일전망대', '잇츠콜라박물관', '헤이리농원', '미메시스아트뮤지엄', '국립민속박물관 파주', '퍼스트가든']"
a_a002541,"['한탄강하늘다리', '비둘기낭폭포', '허브아일랜드', '한탄강 지질공원센터', '국립수목원', '운주사', '전통술박물관산사원 본원', '명성산억새밭', '어메이징파크', '포천아트밸리']"
a_a005364,"['선유도공원', '몽마르뜨공원', '양화한강공원', '세빛섬', '더현대서울', '반포한강공원', '예술의전당', '여의도공원', '옥녀봉', '여의도한강공원']"
a_a007310,"['과천청사 시민광장', '과천시민회관', '국립현대미술관 과천관', '서울랜드', '국립과천과학관', '서울대공원', '서울대공원 어린이동물원', '과천중앙공원', '렛츠런파크서울']"
a_a009680,"['물의정원', '용암천', '정약용유적지', '광릉숲길', '다산생태공원', '실학박물관', '정약용유적지 생가', '봉선사']"
a_a008553,"['부천자연생태공원', '상동호수공원', '웅진플레이도시', '한아름공원']"
a_a001932,"['경수갤러리', '수원화성 연무대 관광안내소', '서울대학교 수원수목원', '용연', '매향교', '수원탑동시민농장', '수원시립 아이파크미술관', '수원화성 서장대', '방화수류정', '플라잉수원']"
a_a012275,"['인천대공원', '인천대공원 어린이동물원', '중앙공원', '소래습지생태공원', '약사사', '소래역사관']"
a_a003371,"['남한산성둘레길 1코스', '남한산성 서문 전망대', '남한산성 행궁', '화담숲', '한국도자재단 경기도자박물관', '남한산성', '곤지암리조트 스파라스파', '곤지암리조트']"
a_a013750,"['호암미술관', '에버랜드 로스트밸리', '스타벅스 용인에버랜드R점', '에버랜드 정문', '에버랜드 아마존익스프레스', '에버랜드 판다월드', '캐리비안베이', '백남준아트센터', '한국민속촌', '경기도어린이박물관']"
c_c002139,"['용산가족공원', '백범광장', 'CGV 용산아이파크몰', '국립현대미술관 덕수궁관', '충무아트센터 대극장', '남산서울타워', '국립한글박물관', '남산', '국립중앙박물관', '청계광장']"
a_a002077,"['서촌한옥마을', '창덕궁 돈화문', '아트원씨어터', '창덕궁 후원', '인왕산 수성동계곡', '광화문', '조계사', '유니플렉스', '몽마르뜨공원', '어둠속의대화']"
a_a001206,"['경반계곡', '국립유명산자연휴양림', '경강교 인증센터', '자라섬 남도', '아침고요수목원', '가평레일파크', '용추폭포', '자라섬 꽃테마공원', '보야지투자라섬', '에델바이스 스위스 테마파크']"
a_a008638,"['국립유명산자연휴양림', '경반계곡', '경강교 인증센터', '아침고요수목원', '가평레일파크', '자라섬 남도', '용추폭포', '에델바이스 스위스 테마파크', '자라섬 꽃테마공원', '보야지투자라섬']"
a_a006178,"['호암미술관', '스타벅스 용인에버랜드R점', '에버랜드 정문', '에버랜드 로스트밸리', '에버랜드 판다월드', '백남준아트센터', '에버랜드 아마존익스프레스', '캐리비안베이', '한국민속촌', '삼성화재교통박물관']"
a_a005594,"['국립과천과학관', '과천청사 시민광장', '서울랜드', '국립현대미술관 과천관', '과천시민회관', '서울대공원', '서울대공원 어린이동물원', '과천중앙공원', '렛츠런파크서울']"
a_a017928,"['어둠속의대화', '유니플렉스', '흥인지문공원', '창덕궁 후원', '인왕산 수성동계곡', '아트원씨어터', '창덕궁 돈화문', '청운문학도서관', '틴틴홀', '종묘']"
a_a002043,"['붕어섬', '신매대교 인증센터', '유기농카페', '강촌레일파크 김유정역', '소양강', '남이섬', '삼악산', '남문', '춘천삼악산호수케이블카', '청평사']"
a_a002817,"['한탄강하늘다리', '국립수목원', '허브아일랜드', '비둘기낭폭포', '한탄강 지질공원센터', '명성산억새밭', '어메이징파크', '전통술박물관산사원 본원', '운주사', '포천아트밸리']"
a_a009626,"['소요산', '경기북부어린이박물관', '니지모리스튜디오']"
a_a002613,"['메가박스 성수', '서울숲', '아더 스페이스 2.0 플래그십 스토어', '그라운드시소 성수', '두부마을']"
a_a002940,"['선유도공원', '롯데호텔월드', '롯데월드 샤롯데씨어터', '더현대서울', '국립과천과학관', '국립현대미술관 과천관', '여의도한강공원', '양화한강공원', '과천청사 시민광장', '서울랜드']"
a_a007600,"['물향기수목원', '드라마 아스달 연대기 오산세트장']"
a_a000667,"['탄도항', '동춘서커스 상설공연장', '시화나래조력공원', '유리섬박물관', '대부바다향기테마파크', '화랑유원지', '방아머리해수욕장', '바다향기수목원']"
a_a001406,"['인왕산 수성동계곡', '용산가족공원', '백범광장', '창덕궁 후원', '낙산공원', '아트원씨어터', '서촌한옥마을', '창덕궁 돈화문', '인왕산', '국립중앙박물관']"
a_a005118,"['창덕궁 돈화문', '어둠속의대화', '유니플렉스', '아트원씨어터', '인왕산 수성동계곡', '창덕궁 후원', '서촌한옥마을', '흥인지문공원', '교보문고 광화문점', '조계사']"
a_a012171,"['탄도항', '시화나래조력공원', '동춘서커스 상설공연장', '유리섬박물관', '대부바다향기테마파크', '화랑유원지', '방아머리해수욕장', '바다향기수목원']"
a_a007007,"['남한산성둘레길 1코스', '남한산성 서문 전망대', '화담숲', '남한산성 행궁', '남한산성', '한국도자재단 경기도자박물관', '곤지암리조트 스파라스파', '곤지암리조트']"
a_a005766,"['국립유명산자연휴양림', '경반계곡', '경강교 인증센터', '아침고요수목원', '보야지투자라섬', '자라섬 남도', '용추폭포', '에델바이스 스위스 테마파크', '가평레일파크', '자라섬 꽃테마공원']"
a_a010254,"['시흥배곧한울공원', '시흥오이도박물관', '오아시스', '배곧생명공원', '물왕호수', '오이도 빨강등대', '오이도', '시흥갯골생태공원']"
a_a004528,"['선녀바위', '쉐라톤그랜드 인천호텔 6층 수영장', '소무의도', '인천내리교회', '송도센트럴공원 꽃사슴정원', '인천광역시교육청교육과학정보원 인천학생과학관', '월미산', '영종씨사이드 레일바이크', '왕산해수욕장', '하나개해수욕장']"
a_a004168,"['서촌한옥마을', '인왕산 수성동계곡', '창덕궁 돈화문', '교보문고 광화문점', '창덕궁 후원', '용산가족공원', '어둠속의대화', '유니플렉스', '흥인지문공원', '아트원씨어터']"
a_a002273,"['쉬자파크', '더그림', '두물머리나루터', '용문사', '두물머리연핫도그', '두물머리', '세미원', '두물머리 물래길 1코스', '황순원문학관 소나기마을', '양평곤충박물관']"
a_a005651,"['양주시립민복진미술관', '양주시립장욱진미술관', '회암사지박물관', '필룩스조명박물관', '양주나리농원']"
a_a005390,"['국립유명산자연휴양림', '경강교 인증센터', '경반계곡', '자라섬 남도', '가평레일파크', '용추폭포', '아침고요수목원', '청평호', '자라섬재즈페스티벌', '자라섬 꽃테마공원']"
a_a005714,"['수원시립 아이파크미술관', '수원화성 연무대 관광안내소', '플라잉수원', '경수갤러리', '용연', '화서공원', '수원천', '광교호수공원', '만석공원', '서울대학교 수원수목원']"
a_a005322,"['백범광장', '국립현대미술관 덕수궁관', '덕수궁', '충무아트센터 대극장', '천주교서울대교구 주교좌 명동대성당', '환구단', '숭례문', '청계광장', '서울로7017', '덕수궁돌담길']"
a_a008460,"['롯데호텔월드', '롯데월드 샤롯데씨어터', '롯데월드 어드벤처', '롯데월드아쿠아리움', '올림픽공원', '서울스카이', '롯데시네마 월드타워', '석촌호수 동호', '석촌호수산책길', '석촌호수 서호']"
a_a005354,"['창덕궁 후원', '어둠속의대화', '백범광장', '창덕궁 돈화문', '흥인지문공원', '인왕산 수성동계곡', '유니플렉스', '서울역사박물관', '틴틴홀', '청운문학도서관']"
a_a015091,"['붕어섬', '신매대교 인증센터', '유기농카페', '강촌레일파크 김유정역', '춘천삼악산호수케이블카', '국립춘천박물관', '엘리시안강촌', '김유정문학촌', 'KT&G상상마당 춘천', '남이섬']"
a_a002942,"['난지한강공원', '하늘공원', '망원한강공원', '홍익대학교 서울캠퍼스', '경의선숲길', '노을공원', '하늘공원 메타세콰이어길', 'KT&G상상마당 홍대']"
a_a003189,"['비둘기낭폭포', '한탄강하늘다리', '허브아일랜드', '한탄강 지질공원센터', '국립수목원', '어메이징파크', '명성산억새밭', '포천아트밸리', '포천한탄강하늘다리', '운주사']"
a_a018083,"['부천자연생태공원', '상동호수공원', '웅진플레이도시', '한아름공원']"
a_a006264,"['양주시립민복진미술관', '필룩스조명박물관', '양주시립장욱진미술관', '양주나리농원', '회암사지박물관']"
a_a005676,"['시흥배곧한울공원', '배곧생명공원', '오아시스', '시흥오이도박물관', '물왕호수', '오이도 빨강등대', '오이도', '시흥갯골생태공원']"
a_a005537,"['킨텍스 제1전시장', '킨텍스 제2전시장', '고양어린이박물관', '중남미문화원', '일산호수공원', '행주산성역사공원', '현대모터스튜디오 고양', '정발산', '창릉천', '고양시선인장전시관']"
a_a005084,"['수원시립 아이파크미술관', '플라잉수원', '용연', '수원화성 연무대 관광안내소', '광교호수공원', '서울대학교 수원수목원', '경수갤러리', '수원탑동시민농장', '방화수류정', '화서공원']"
a_a018055,"['중남미문화원', '일산호수공원', '킨텍스 제1전시장', '정발산', '행주산성역사공원', '킨텍스 제2전시장', '고양어린이박물관', '현대모터스튜디오 고양', '창릉천', '아쿠아플라넷 일산']"
a_a014876,"['백범광장', '충무아트센터 대극장', '국립현대미술관 덕수궁관', '덕수궁', '숭례문', '덕수궁돌담길', '천주교서울대교구 주교좌 명동대성당', '하이커그라운드', '청계광장', '서울로7017']"
a_a004779,"['호암미술관', '에버랜드 판다월드', '스타벅스 용인에버랜드R점', '에버랜드 정문', '에버랜드 로스트밸리', '백남준아트센터', '에버랜드 아마존익스프레스', '캐리비안베이', '한국민속촌', '경기도박물관']"
a_a007920,"['롯데호텔월드', '롯데월드 샤롯데씨어터', '올림픽공원', '롯데월드아쿠아리움', '롯데월드 어드벤처', '롯데월드타워', '송파나루공원', '석촌호수 서호', '롯데월드 민속박물관', '롯데월드']"
a_a003204,"['인천내리교회', '선녀바위', '인천광역시교육청교육과학정보원 인천학생과학관', '영종씨사이드 레일바이크', '소무의도', '왕산해수욕장', '영종역사관', '씨사이드파크', '월미공원', '월미산']"
a_a002379,"['킨텍스 제2전시장', '고양어린이박물관', '일산호수공원', '중남미문화원', '킨텍스 제1전시장', '현대모터스튜디오 고양', '행주산성역사공원', '정발산', '창릉천', '고양시선인장전시관']"
a_a003938,"['용산가족공원', '국립한글박물관', '국립중앙박물관', '남산서울타워', '남산', 'CGV 용산아이파크몰', '리움미술관', '전쟁기념관', '남산공원 N서울타워', '이촌한강공원']"
a_a017817,"['용산가족공원', '국립중앙박물관', 'CGV 용산아이파크몰', '국립한글박물관', '남산', '리움미술관', '남산서울타워', '전쟁기념관', '108하늘계단', '남산공원 N서울타워']"
a_a004319,"['동구릉', '고구려대장간마을']"
a_a008320,"['전곡선사박물관', '연천전곡리선사유적지', '연천 전곡리유적 구석기체험숲', '연천호로고루', '고랑포구역사공원', '임진강댑싸리공원', '재인폭포']"
a_a009555,"['임진각관광지', '지혜의숲', '콩치노 콩크리트', '헤이리농원', '오두산통일전망대', '잇츠콜라박물관', '미메시스아트뮤지엄', '헤이리무장애노을숲길', '헤이리예술마을', '국립민속박물관 파주']"
a_a000302,"['경반계곡', '경강교 인증센터', '자라섬 남도', '국립유명산자연휴양림', '보야지투자라섬', '용추폭포', '아침고요수목원', '가평레일파크', '에델바이스 스위스 테마파크', '자라섬 꽃테마공원']"
a_a009870,"['일산호수공원', '중남미문화원', '정발산', '킨텍스 제2전시장', '고양어린이박물관', '현대모터스튜디오 고양', '행주산성역사공원', '킨텍스 제1전시장', '창릉천', '고양시선인장전시관']"
a_a000468,"['쉐라톤그랜드 인천호텔 6층 수영장', '송도센트럴공원 꽃사슴정원', '송도센트럴파크', '센트럴파크', '송도달빛축제공원', 'CGV 인천연수', '송도한옥마을', '미추홀공원', '인천도시역사관', '솔찬공원']"
a_a001034,"['경반계곡', '국립유명산자연휴양림', '경강교 인증센터', '자라섬 남도', '에델바이스 스위스 테마파크', '아침고요수목원', '보야지투자라섬', '용추폭포', '가평레일파크', '청평호']"
a_a005781,"['롯데호텔월드', '메가박스 성수', '롯데월드 샤롯데씨어터', '롯데월드 어드벤처', '그라운드시소 성수', '롯데시네마 월드타워', '롯데월드아쿠아리움', '석촌호수 동호', '올림픽공원', '롯데월드타워']"
a_a003853,"['서촌한옥마을', '아트원씨어터', '창덕궁 돈화문', '인왕산 수성동계곡', '유니플렉스', '서울 선릉과 정릉', '교보문고 광화문점', '조계사', '창덕궁 후원', '어둠속의대화']"
c_c006042,"['한탄강하늘다리', '비둘기낭폭포', '한탄강 지질공원센터', '국립수목원', '허브아일랜드', '명성산억새밭', '어메이징파크', '전통술박물관산사원 본원', '운주사', '산정호수 명성산억새꽃축제']"
a_a001940,"['임진각관광지', '지혜의숲', '헤이리농원', '헤이리예술마을', '콩치노 콩크리트', '헤이리무장애노을숲길', '파주출판도시', '퍼스트가든', '오두산통일전망대', '미메시스아트뮤지엄']"
a_a003098,"['스타벅스 용인에버랜드R점', '에버랜드 판다월드', '에버랜드 정문', '호암미술관', '에버랜드 로스트밸리', '에버랜드 아마존익스프레스', '백남준아트센터', '캐리비안베이', '한국민속촌', '경기도박물관']"
a_a006620,"['물의정원', '광릉숲길', '용암천', '다산생태공원', '정약용유적지', '실학박물관', '정약용유적지 생가', '봉선사']"
a_a007624,"['수원시립 아이파크미술관', '플라잉수원', '수원화성 연무대 관광안내소', '용연', '서울대학교 수원수목원', '광교호수공원', '경수갤러리', '방화수류정', '만석공원', '수원화성']"
a_a005130,"['서울캠핑장 철원평화마을', '철원한탄강주상절리길 순담매표소', '고석정국민관광지', '철원한탄강 주상절리길 드르니매표소', '철원한탄강 주상절리길 순담매표소', '소이산모노레일 철원역', '소이산 전망대', '노동당사', '한탄강 은하수교', '고석정꽃밭']"
a_a006522,"['물향기수목원', '드라마 아스달 연대기 오산세트장']"
c_c005714,"['광명동굴', '광명업사이클아트센터', '기형도문학관', '오리서원', '광명시자원회수시설']"
a_a000461,"['경상북도 산림환경연구원', '경주봉황대', '경주예술의전당', '꽃길한복', '삼릉숲', '봉길대왕암해변', '천군복합문화공간', '경주읍성', '경주루지월드', '경주솔거미술관']"
a_a010028,"['연천호로고루', '재인폭포', '전곡선사박물관', '연천 전곡리유적 구석기체험숲', '고랑포구역사공원', '연천전곡리선사유적지', '임진강댑싸리공원']"
a_a018021,"['CGV 용산아이파크몰', '국립한글박물관', '남산서울타워', '용산가족공원', '국립중앙박물관', '남산', '리움미술관', '이촌한강공원', '108하늘계단', '전쟁기념관']"
a_a007033,"['미사경정공원', '아쿠아필드 하남', '검단산', '광주향교', '하남나무고아원', '미사호수공원', '오즈의마법사테마공원', '하남역사박물관', '하남유니온파크']"
a_a007654,"['안성맞춤랜드', '석남사', '안성팜랜드', '미리내성지', '아쿠아필드 안성']"
a_a007568,"['어둠속의대화', '창덕궁 후원', '창덕궁 돈화문', '유니플렉스', '인왕산 수성동계곡', '서촌한옥마을', '백범광장', '세종문화회관', '아트원씨어터', '흥인지문공원']"
a_a012515,"['한탄강하늘다리', '한탄강 지질공원센터', '비둘기낭폭포', '국립수목원', '허브아일랜드', '명성산억새밭', '어메이징파크', '운주사', '호텔신북온천', '포천아트밸리']"
a_a006646,"['임진각관광지', '헤이리농원', '퍼스트가든', '헤이리무장애노을숲길', '잇츠콜라박물관', 'DMZ 장단콩두부마을', '지혜의숲', '오두산통일전망대', '미메시스아트뮤지엄', '콩치노 콩크리트']"
a_a007014,"['유니플렉스', '어둠속의대화', '아트원씨어터', '창덕궁 후원', '인왕산 수성동계곡', '창덕궁 돈화문', '서촌한옥마을', '흥인지문공원', '조계사', '교보문고 광화문점']"
d_d004175,"['서울 선릉과 정릉', '광림아트센터 BBCH홀', '코엑스', '마이아트뮤지엄', '잠원한강공원', '봉은사', '현대모터스튜디오 서울', '코엑스 아쿠아리움', '도산근린공원', '일상비일상의틈']"
a_a007298,"['창덕궁 돈화문', '어둠속의대화', '유니플렉스', '서촌한옥마을', '인왕산 수성동계곡', '교보문고 광화문점', '창덕궁 후원', '흥인지문공원', '아트원씨어터', '국립현대미술관 서울관']"
b_b006822,"['쉬자파크', '더그림', '두물머리나루터', '두물머리 물래길 1코스', '두물머리', '용문사', '세미원', '황순원문학관 소나기마을', '두물머리연핫도그', '양평곤충박물관']"
a_a005652,"['석남사', '안성맞춤랜드', '안성팜랜드', '아쿠아필드 안성', '미리내성지']"
c_c009025,['백양사']
c_c005711,"['상당산성', '국립청주박물관', '청남대', '수암골', '추정리메밀밭', '국립현대미술관 청주', '미동산수목원', '발산공원', '대청댐전망대', '명암저수지']"
c_c012891,"['현충사 충무공이순신기념관', '곡교천', '아산시시설관리공단 아산시생태곤충원', '신정호', '신정호관광단지', '온양온천랜드', '현충사', '공세리성당', '피나클랜드 수목원', '외암민속마을']"
c_c001418,"['현충사 충무공이순신기념관', '방포해수욕장', '곡교천', '연포해수욕장', '신정호', '꽃지해수욕장', '백사장', '아산시시설관리공단 아산시생태곤충원', '파도리해식동굴', '신정호관광단지']"
c_c001043,"['돌산대교', '금오도비렁길 3코스', '북한 반잠수정전시관', '큰끝등대', '향일암', '싱싱게장마을', '진남관 임란유물전시관', '여수낭만바다요트', '사도', '고소동천사벽화골목']"
a_a015656,"['장태산자연휴양림 출렁다리', '장태산자연휴양림', '대전예술의전당', '한밭수목원', '이응노미술관', '엑스포시민광장', '대전곤충생태관', '대전시립미술관', '둔산선사유적지', '남선공원']"
c_c009030,"['반야봉', '육모정', '요천수경음악분수', '광한루원', '남원랜드', '남원시립김병종미술관', '지리산허브밸리', '남원항공우주천문대', '춘향테마파크']"
c_c001557,"['삼선산수목원', '아미미술관', '신리성지', '합덕성당', '왜목마을해수욕장', '삽교호관광지', '삽교호 놀이동산', '왜목마을', '장고항']"
c_c002223,"['무녀도', '대장봉', '새만금방조제', '여미랑', '고우당', '군산시간여행마을', '선유도', '초원사진관', '군산근대미술관', '은파호수공원']"
c_c000807,"['개화예술공원', '대천해수욕장', '보령해저터널 홍보관', '충청수영성', '원산도해수욕장', '보령석탄박물관', '대천해수욕장 스카이바이크', '무창포해수욕장', '상화원']"
c_c013889,"['현충사', '곡교천', '신정호', '현충사 충무공이순신기념관', '신정호관광단지', '온양온천랜드', '아산시시설관리공단 아산시생태곤충원', '공세리성당', '피나클랜드 수목원', '외암민속마을']"
c_c000230,"['세병공원', '전주천자전거길', '담양온천', '담양관방제림', '전주동물원', '전라북도어린이창의체험관', '딜라이트 담양', '전주드림랜드', '한국도로공사 전주수목원', '전주천']"
c_c009342,"['전주천', '전주천자전거길', '전주한옥레일바이크', '전주드림랜드', '세병공원', '남천교', '전라북도어린이창의체험관', '전주역사박물관', '연화정도서관', '경기전']"
c_c004831,"['금오도비렁길 3코스', '북한 반잠수정전시관', '큰끝등대', '소호동동다리', '싱싱게장마을', '향일암', '여수낭만바다요트', '돌산대교', '고소동천사벽화골목', '사도']"
c_c005395,"['보령해저터널 홍보관', '개화예술공원', '충청수영성', '대천해수욕장', '원산도해수욕장', '보령석탄박물관', '상화원', '대천해수욕장 스카이바이크', '무창포해수욕장']"
c_c007519,"['채계산 출렁다리', '강천산', '용궐산 하늘길', '순창전통고추장마을', '강천산군립공원', '순창발효테마파크']"
c_c006348,"['국립대전현충원', '한국조폐공사 화폐박물관', '갑천근린공원', '엑스포다리', '유성온천공원', '국립중앙과학관', '유성온천공원 족욕체험장', '엑스포과학공원', '대전컨벤션센터', '유성국화축제']"
c_c002172,"['장태산자연휴양림 출렁다리', '한화생명이글스파크', '장태산자연휴양림', '대전예술의전당', '서대전공원', '한밭수목원', '테미오래', '이응노미술관', '대전오월드', '엑스포시민광장']"
c_c013341,"['신정호관광단지', '곡교천', '현충사 충무공이순신기념관', '아산시시설관리공단 아산시생태곤충원', '온양온천랜드', '신정호', '현충사', '공세리성당', '외암민속마을', '피나클랜드 수목원']"
c_c013833,"['청풍호반케이블카 비봉산역', '배론성지', '정방사', '제천 옥순봉 출렁다리', '포레스트리솜 해브나인스파', '청풍문화재단지', '국립제천치유의숲', '청풍호반케이블카 물태리역', '비봉산', '의림지']"
c_c008988,"['전주천', '전주천자전거길', '전주한옥레일바이크', '남천교', '세병공원', '전주역사박물관', '전라북도어린이창의체험관', '전주드림랜드', '전주공예품전시관', '오송제 생태공원']"
